20150803,20150901,20151001,20151102,20151201,20160104,20160201,20160302,20160401,20160502,20160601,20160701,20160801,20160901,20161004,20161101,20161201,20170102,20170201,20170302,20170403,20170502,20170601,20170703,20170801,20170901,20171010,20171101,20171201,20180102,20180201,20180302,20180402,20180502,20180601,20180702,20180801,20180903,20181001,20181101,20181203,20190102,20190201,20190304,20190401,20190502,20190603,20190701,20190801,20190902,20191001,20191101,20191202,20200102,20200203,20200302,20200401,20200504,20200601,20200701,20200803,20200901,20201005,20201102,20201201,20210104,20210201,20210302,20210401,20210503,20210601,20210701,20210802,20210901,20211001,20211101,20211201,20220103,20220203,20220302,20220401,20220502,20220602,20220701,20220801,20220901,20221004,20221101,20221201,20230102,20230201,20230302,20230403,20230502,20230601,20230703,20230801,20230901,20231004,20231101,20231201,20240102,20240201,20240304,20240401,20240502,20240603,20240701,20240801,20240902,20241002,20241101,20241202,20250102,20250203,20250304,20250401,20250502,20250602,20250701,20250801,20250901,20251001,20251103,20251201,20260102,20260202
A052790,A052790,A052790,A052790,A052790,A060590,A060590,A060590,A060590,A060720,A060720,A063170,A063170,A063170,A063170,A063170,A063170,A065620,A065620,A065620,A065620,A065620,A065620,A067290,A067390,A067390,A067390,A067390,A067390,A068270,A068270,A068760,A068760,A068760,A068760,A067290,A067290,A067290,A067290,A067290,A067290,A067290,A067290,A067290,A067080,A067080,A067160,A067630,A067630,A067630,A067630,A068240,A068240,A073070,A073070,A073070,A078160,A078340,A078340,A080160,A080160,A080160,A080160,A080160,A080160,A088800,A088800,A088800,A088800,A088800,A088800,A089980,A089980,A088800,A088800,A089980,A090460,A089980,A089980,A089980,A090460,A090460,A090460,A091990,A091990,A091700,A091700,A091700,A091700,A095340,A095340,A095340,A092040,A092040,A092040,A092040,A092040,A095340,A095340,A095340,A095340,A101490,A101490,A101490,A101490,A101670,A101670,A114190,A114190,A112040,A112040,A112040,A112040,A114840,A114840,A114840,A114840,A114840,A114840,A101730,A101730,A101730,A101730,A101730,A101730,A112040,A112040
A053030,A053030,A053030,A053030,A053030,A060720,A060720,A060720,A060720,A063080,A063080,A065160,A065160,A065160,A065160,A065160,A065160,A067000,A067000,A067000,A067000,A067000,A067000,A067390,A068240,A068240,A068240,A068240,A068240,A068760,A068760,A069080,A069080,A069080,A069080,A067390,A067390,A067390,A067390,A067390,A067390,A067390,A067390,A067390,A067160,A067160,A067290,A068240,A068240,A068240,A068240,A068760,A068760,A078130,A078130,A078130,A078340,A080160,A080160,A082920,A082920,A082920,A082920,A082920,A082920,A089980,A089980,A089980,A089980,A089980,A089980,A090460,A090460,A089980,A089980,A090460,A091700,A090460,A090460,A090460,A091700,A091700,A091700,A092040,A092040,A091990,A091990,A091990,A091990,A095610,A095610,A095610,A095340,A095340,A095340,A095340,A095340,A095500,A095500,A095500,A095500,A101670,A101670,A101670,A101670,A108860,A108860,A118990,A118990,A114190,A114190,A114190,A114190,A115450,A115450,A115450,A115450,A115450,A115450,A108860,A108860,A108860,A108860,A108860,A108860,A121600,A121600
A053800,A053800,A053800,A053800,A053800,A063080,A063080,A063080,A063080,A063170,A063170,A065620,A065620,A065620,A065620,A065620,A065620,A067080,A067080,A067080,A067080,A067080,A067080,A068240,A068270,A068270,A068270,A068270,A068270,A069080,A069080,A078150,A078150,A078150,A078150,A067630,A067630,A067630,A067630,A067630,A067630,A067630,A067630,A067630,A067290,A067290,A067390,A068760,A068760,A068760,A068760,A069080,A069080,A078160,A078160,A078160,A080160,A082920,A082920,A083790,A083790,A083790,A083790,A083790,A083790,A090460,A090460,A090460,A090460,A090460,A090460,A091700,A091700,A090460,A090460,A091700,A091990,A091700,A091700,A091700,A091990,A091990,A091990,A092190,A092190,A092040,A092040,A092040,A092040,A095700,A095700,A095700,A095610,A095610,A095610,A095500,A095500,A095610,A095610,A095610,A095610,A108860,A108860,A108860,A108860,A112040,A112040,A119860,A119860,A118990,A115450,A115450,A115450,A118990,A118990,A118990,A118990,A118990,A118990,A112040,A112040,A112040,A112040,A112040,A112040,A122870,A122870
A054050,A054050,A054050,A054050,A054050,A065620,A065620,A065620,A065620,A065620,A065620,A067000,A067000,A067000,A067000,A067000,A067000,A067160,A067160,A067160,A067160,A067160,A067160,A068270,A068760,A068760,A068760,A068760,A068760,A078150,A078150,A078160,A078160,A078160,A078160,A068240,A068240,A068240,A068240,A068240,A068240,A068240,A068240,A068240,A067390,A067390,A067630,A069080,A069080,A069080,A069080,A073070,A073070,A078340,A078340,A078340,A082920,A083790,A083790,A084110,A084110,A084110,A084110,A084110,A084110,A091700,A091700,A091700,A091700,A091700,A091700,A091990,A091990,A091700,A091700,A091990,A092040,A091990,A091990,A091990,A092040,A092040,A092040,A095610,A095610,A092190,A092190,A092190,A092190,A096530,A096530,A096530,A095700,A095700,A095700,A095610,A095610,A095700,A095700,A095700,A095700,A112040,A112040,A112040,A112040,A114190,A114190,A121600,A121600,A121600,A118990,A118990,A118990,A121600,A121600,A121600,A121600,A121600,A121600,A114840,A114840,A114840,A114840,A114840,A114840,A131290,A131290
A054670,A054670,A054670,A054670,A054670,A066270,A066270,A066270,A067000,A067000,A067000,A067080,A067080,A067080,A067080,A067080,A067080,A067290,A067290,A067290,A067290,A067290,A067290,A068760,A069080,A069080,A069080,A069080,A069080,A078160,A078160,A078340,A078340,A078340,A078340,A068760,A068760,A068760,A068760,A068760,A068760,A068760,A068760,A068760,A067630,A067630,A068240,A073070,A073070,A073070,A073070,A074600,A074600,A080160,A080160,A080160,A083790,A084110,A084110,A084370,A084370,A084370,A084370,A084370,A084370,A091990,A091990,A091990,A091990,A091990,A091990,A092040,A092040,A091990,A091990,A092040,A092190,A092040,A092040,A092040,A092190,A092190,A092190,A095700,A095700,A095610,A095610,A095610,A095610,A098460,A098460,A098460,A096530,A096530,A096530,A095700,A095700,A096530,A096530,A096530,A096530,A114190,A114190,A114190,A114190,A118990,A118990,A122870,A122870,A122870,A121600,A121600,A121600,A122870,A122870,A122870,A122870,A122870,A122870,A115450,A115450,A115450,A115450,A115450,A115450,A131970,A131970
A054780,A054780,A054780,A054780,A054780,A067000,A067000,A067000,A067080,A067080,A067080,A067160,A067160,A067160,A067160,A067160,A067160,A067390,A067390,A067390,A067390,A067390,A067390,A069080,A069110,A069110,A069110,A069110,A069110,A078340,A078340,A080160,A080160,A080160,A080160,A069080,A069080,A069080,A069080,A069080,A069080,A069080,A069080,A069080,A068240,A068240,A068760,A074600,A074600,A074600,A074600,A078160,A078160,A082270,A082270,A082270,A084110,A084990,A084990,A084850,A084850,A084850,A084850,A084850,A084850,A092040,A092040,A092040,A092040,A092040,A092040,A092190,A092190,A092040,A092040,A092190,A095610,A092190,A092190,A092190,A095610,A095610,A095610,A096530,A096530,A095700,A095700,A095700,A095700,A100090,A100090,A100090,A098460,A098460,A098460,A096530,A096530,A098460,A098460,A098460,A098460,A118990,A118990,A118990,A118990,A119860,A119860,A131290,A131290,A131290,A122870,A122870,A122870,A131290,A131290,A131290,A131290,A131290,A131290,A121600,A121600,A121600,A121600,A121600,A121600,A137400,A137400
A054950,A054950,A054950,A054950,A054950,A067080,A067080,A067080,A067160,A067160,A067160,A067280,A067280,A067280,A067280,A067280,A067280,A068240,A068240,A068240,A068240,A068240,A068240,A069110,A078150,A078150,A078150,A078150,A078150,A080160,A080160,A080420,A080420,A080420,A080420,A073070,A073070,A073070,A073070,A073070,A073070,A073070,A073070,A073070,A068760,A068760,A069080,A078160,A078160,A078160,A078160,A078340,A078340,A083790,A083790,A083790,A084990,A086450,A086450,A084990,A084990,A084990,A084990,A084990,A084990,A092190,A092190,A092190,A092190,A092190,A092190,A095610,A095610,A092190,A092190,A095610,A095700,A095610,A095610,A095610,A095700,A095700,A095700,A098460,A098460,A096530,A096530,A096530,A096530,A101490,A101490,A101490,A100090,A101490,A101490,A098460,A098460,A101490,A101490,A101490,A101490,A119860,A119860,A119860,A119860,A121600,A121600,A131970,A131970,A131970,A131290,A131290,A131290,A131970,A131970,A131970,A131970,A131970,A131970,A122870,A122870,A122870,A122870,A122870,A122870,A140410,A140410
A056190,A056190,A056190,A056190,A056190,A067160,A067160,A067160,A067280,A067280,A067280,A067290,A067290,A067290,A067290,A067290,A067290,A068270,A068270,A068270,A068270,A068270,A068270,A078150,A078160,A078160,A078160,A078160,A078160,A080420,A080420,A082270,A082270,A082270,A082270,A078160,A078160,A078160,A078160,A078160,A078160,A078160,A078160,A078160,A069080,A069080,A073070,A078340,A078340,A078340,A078340,A080160,A080160,A084110,A084110,A084110,A086450,A086520,A086520,A085660,A085660,A085660,A085660,A085660,A085660,A092730,A092730,A092730,A092730,A092730,A092730,A095700,A095700,A095610,A095610,A095700,A096530,A095700,A095700,A095700,A096530,A096530,A096530,A100090,A100090,A098460,A098460,A098460,A098460,A102710,A102710,A102710,A101490,A102710,A102710,A101490,A101490,A101670,A101670,A101670,A101670,A121600,A121600,A121600,A121600,A122870,A122870,A137400,A137400,A137400,A131970,A131970,A131970,A137400,A137400,A137400,A137400,A137400,A137400,A131290,A131290,A131290,A131290,A131290,A131290,A140860,A140860
A058470,A058470,A058470,A058470,A058470,A067280,A067280,A067280,A067290,A067290,A067290,A067390,A067390,A067390,A067390,A067390,A067390,A068760,A068760,A068760,A068760,A068760,A068760,A078160,A078340,A078340,A078340,A078340,A078340,A082270,A082270,A083790,A083790,A083790,A083790,A078340,A078340,A078340,A078340,A078340,A078340,A078340,A078340,A078340,A073070,A073070,A074600,A080160,A080160,A080160,A080160,A080420,A080420,A084990,A084990,A084990,A086520,A086900,A086900,A086450,A086450,A086450,A086450,A086450,A086450,A095610,A095610,A095610,A095610,A095610,A095610,A096530,A096530,A095700,A095700,A096530,A098460,A096530,A096530,A096530,A098460,A098460,A098460,A101490,A101490,A100090,A100090,A100090,A100090,A104480,A104480,A104480,A102710,A104480,A104480,A104480,A104480,A104480,A104480,A104480,A104480,A122870,A122870,A122870,A122870,A131290,A131290,A140410,A140410,A140410,A137400,A137400,A137400,A140410,A140410,A140410,A140410,A140410,A140410,A131970,A131970,A131970,A131970,A131970,A131970,A141080,A141080
A060250,A060250,A060250,A060250,A060250,A067290,A067290,A067290,A067390,A067390,A067390,A068240,A068240,A068240,A068240,A068240,A068240,A069080,A069080,A069080,A069080,A069080,A069080,A078340,A080160,A080160,A080160,A080160,A080160,A083790,A083790,A084110,A084110,A084110,A084110,A080160,A080160,A080160,A080160,A080160,A080160,A080160,A080160,A080160,A078160,A074600,A078160,A080420,A080420,A080420,A080420,A082270,A082270,A086450,A086450,A086450,A086900,A088800,A088800,A086520,A086520,A086520,A086520,A086520,A086520,A095700,A095700,A095700,A095700,A095700,A095700,A097520,A098460,A096530,A096530,A098460,A100090,A098460,A098460,A098460,A100090,A100090,A100090,A102710,A102710,A101490,A101490,A101490,A101490,A104830,A104830,A104830,A104480,A104830,A104830,A104830,A104830,A104830,A104830,A104830,A104830,A131290,A131290,A131290,A131290,A131970,A131970,A140860,A140860,A140860,A140410,A140410,A140410,A140860,A140860,A140860,A140860,A140860,A140860,A137400,A137400,A137400,A137400,A137400,A137400,A145020,A145020
A060590,A060590,A060590,A060590,A060590,A067390,A067390,A067390,A068240,A068240,A068240,A068270,A068270,A068270,A068270,A068270,A068270,A069110,A069110,A069110,A069110,A069110,A069110,A080160,A082270,A082270,A082270,A082270,A082270,A084110,A084110,A084370,A084370,A084370,A084370,A080420,A080420,A080420,A080420,A080420,A080420,A080420,A080420,A080420,A078340,A078160,A078340,A082270,A082270,A082270,A082270,A083790,A083790,A086520,A086520,A086520,A088800,A089600,A089600,A086900,A086900,A086900,A086900,A086900,A086900,A096530,A096530,A096530,A096530,A096530,A096530,A098460,A100090,A098460,A098460,A100090,A100130,A100090,A100090,A100090,A101490,A101490,A101490,A104480,A104480,A102710,A102710,A102710,A102710,A110790,A110790,A110790,A104830,A110790,A110790,A112040,A112040,A112040,A112040,A112040,A112040,A131970,A131970,A131970,A131970,A137400,A137400,A141080,A141080,A141080,A140860,A140860,A140860,A141080,A141080,A141080,A141080,A141080,A141080,A140410,A140410,A140410,A140410,A140410,A140410,A160190,A160190
A060720,A060720,A060720,A060720,A060720,A068240,A068240,A068240,A068270,A068270,A068270,A068760,A068760,A068760,A068760,A068760,A068760,A078160,A078160,A078160,A078160,A078160,A078160,A082270,A083790,A083790,A083790,A083790,A083790,A084370,A084370,A084990,A084990,A084990,A084990,A082270,A082270,A082270,A082270,A082270,A082270,A082270,A082270,A082270,A080160,A078340,A080160,A083790,A083790,A083790,A083790,A084110,A084110,A086900,A086900,A086900,A089600,A090460,A090460,A088800,A088800,A088800,A088800,A088800,A088800,A097520,A097520,A097520,A097520,A097520,A097520,A100090,A100130,A100090,A100090,A100130,A101490,A101490,A101490,A101490,A102710,A102710,A102710,A104830,A104830,A104480,A104480,A104480,A104480,A112040,A112040,A112040,A110790,A112040,A112040,A119860,A119860,A119860,A119860,A119860,A119860,A137400,A137400,A137400,A137400,A140410,A140410,A144510,A144510,A144510,A141080,A141080,A141080,A144510,A144510,A144510,A144510,A144510,A144510,A140860,A140860,A140860,A140860,A140860,A140860,A161580,A161580
A063080,A063080,A063080,A063080,A063080,A068270,A068270,A068270,A069080,A069080,A069080,A069080,A069080,A069080,A069080,A069080,A069080,A078340,A078340,A078340,A078340,A078340,A078340,A083790,A084110,A084110,A084110,A084110,A084110,A084990,A084990,A085370,A085370,A085370,A085370,A083790,A083790,A083790,A083790,A083790,A083790,A083790,A083790,A083790,A080420,A080160,A080420,A084110,A084110,A084110,A084110,A084990,A084990,A089600,A089600,A089600,A090460,A091700,A091700,A089600,A089600,A089600,A089600,A089600,A089600,A098460,A098460,A098460,A098460,A098460,A098460,A100130,A101490,A100130,A100130,A101490,A102710,A102710,A102710,A102710,A104480,A104480,A104480,A108320,A108320,A104830,A104830,A104830,A104830,A119860,A119860,A119860,A112040,A119860,A119860,A121600,A121600,A121600,A121600,A121600,A121600,A140410,A140410,A140410,A140410,A140860,A140860,A145020,A145020,A145020,A144510,A144510,A144510,A145020,A145020,A145020,A145020,A145020,A145020,A141080,A141080,A141080,A141080,A141080,A141080,A166090,A166090
A065620,A065620,A065620,A065620,A065620,A069080,A069080,A069080,A069110,A069110,A069110,A069110,A069110,A069110,A069110,A069110,A069110,A080160,A080160,A080160,A080160,A080160,A080160,A084110,A084370,A084370,A084370,A084370,A084370,A085370,A085370,A085660,A086450,A086450,A086450,A084110,A084110,A084110,A084110,A084110,A084110,A084110,A084110,A084110,A082270,A080420,A082270,A084990,A084990,A084990,A084990,A086450,A086450,A090460,A090460,A090460,A091700,A091990,A091990,A090460,A090460,A090460,A090460,A090460,A090460,A100130,A100130,A100130,A100130,A100130,A100130,A101490,A102710,A101490,A101490,A102710,A104830,A104480,A104480,A104480,A104830,A104830,A104830,A110790,A110790,A108320,A108320,A108320,A110790,A121600,A121600,A121600,A119860,A121600,A121600,A122870,A122870,A122870,A122870,A122870,A122870,A140860,A140860,A140860,A140860,A141080,A141080,A166090,A166090,A166090,A145020,A145020,A145020,A166090,A166090,A166090,A166090,A166090,A166090,A145020,A145020,A145020,A145020,A145020,A145020,A171090,A171090
A066270,A066270,A066270,A066270,A066270,A069110,A069110,A069110,A078160,A078160,A078160,A078160,A078160,A078160,A078160,A078160,A078160,A082270,A082270,A082270,A082270,A082270,A082270,A084370,A084990,A084990,A084990,A084990,A084990,A085660,A085660,A086450,A086520,A086520,A086520,A084370,A084370,A084370,A084370,A084370,A084370,A084370,A084370,A084370,A083790,A082270,A083790,A086450,A086450,A086450,A086450,A086520,A086520,A091700,A091700,A091700,A091990,A092040,A092040,A091700,A091700,A091700,A091700,A091700,A091700,A101490,A101490,A101490,A101490,A101490,A101490,A102710,A104830,A102710,A102710,A104830,A108230,A104830,A104830,A104830,A108230,A108230,A108230,A112040,A112040,A110790,A110790,A110790,A112040,A122870,A122870,A122870,A121600,A122870,A122870,A131290,A131290,A131290,A131290,A131290,A131290,A141080,A141080,A141080,A141080,A144510,A144510,A178320,A178320,A178320,A166090,A166090,A166090,A171090,A171090,A171090,A171090,A171090,A171090,A160190,A160190,A160190,A160190,A160190,A160190,A178320,A178320
A067000,A067000,A067000,A067000,A067000,A078160,A078160,A078160,A078340,A078340,A078340,A078340,A078340,A078340,A078340,A078340,A078340,A083790,A083790,A083790,A083790,A083790,A083790,A084990,A085370,A085370,A085370,A085370,A085370,A086450,A086450,A086520,A086900,A086900,A086900,A084990,A084990,A084990,A084990,A084990,A084990,A084990,A084990,A084990,A084110,A083790,A084110,A086520,A086520,A086520,A086520,A086820,A086820,A091990,A091990,A091990,A092040,A092730,A092730,A091990,A091990,A091990,A091990,A091990,A091990,A102710,A102710,A102710,A102710,A102710,A102710,A104830,A108230,A104830,A104830,A108230,A108320,A108230,A108230,A108230,A108320,A108320,A108320,A121600,A121600,A112040,A112040,A112040,A119860,A131290,A131290,A131290,A122870,A131290,A131290,A131970,A131970,A131970,A131970,A131970,A131970,A144510,A144510,A144510,A144510,A145020,A145020,A179900,A179900,A179900,A178320,A178320,A178320,A178320,A178320,A178320,A178320,A178320,A178320,A161580,A161580,A161580,A161580,A161580,A161580,A179900,A179900
A067160,A067160,A067160,A067160,A067160,A078340,A078340,A078340,A080160,A080160,A080160,A080160,A080160,A080160,A080160,A080160,A080160,A084110,A084110,A084110,A084110,A084110,A084110,A085370,A085660,A085660,A085660,A085660,A085660,A086520,A086520,A086900,A086980,A086980,A086980,A086450,A086450,A086450,A086450,A086450,A086450,A086450,A086450,A086450,A084370,A084110,A084370,A086900,A086900,A086900,A086900,A086900,A086900,A092040,A092040,A092040,A092730,A095190,A095190,A092040,A092040,A092040,A092040,A092040,A092040,A104830,A104830,A104830,A104830,A104830,A104830,A108230,A108320,A108230,A108230,A108320,A112040,A108320,A108320,A108320,A112040,A112040,A112040,A121800,A121800,A121600,A121600,A121600,A121600,A131970,A131970,A131970,A131290,A131970,A131970,A137400,A137400,A137400,A137400,A137400,A137400,A145020,A145020,A145020,A145020,A166090,A166090,A183300,A183300,A183300,A179900,A179900,A179900,A179900,A179900,A179900,A179900,A179900,A179900,A166090,A166090,A166090,A166090,A166090,A166090,A183300,A183300
A067280,A067280,A067280,A067280,A067280,A080160,A080160,A080160,A082270,A082270,A082270,A082270,A082270,A082270,A082270,A082270,A082270,A084370,A084370,A084370,A084370,A084370,A084370,A085660,A086450,A086450,A086450,A086450,A086450,A086900,A086900,A086980,A089600,A089600,A089600,A086520,A086520,A086520,A086520,A086520,A086520,A086520,A086520,A086520,A084990,A084370,A084990,A087010,A087010,A087010,A087010,A087010,A087010,A092730,A092730,A092730,A095190,A095610,A095610,A092730,A092730,A092730,A092730,A092730,A092730,A108230,A108230,A108230,A108230,A108230,A108230,A108320,A112040,A108320,A108320,A112040,A115450,A112040,A112040,A112040,A119860,A119860,A119860,A122870,A122870,A122870,A122870,A122870,A122870,A137400,A137400,A137400,A131970,A137400,A137400,A140410,A140410,A140410,A140410,A140410,A140410,A166090,A166090,A166090,A166090,A178320,A178320,A189300,A189300,A189300,A183300,A183300,A183300,A183300,A183300,A183300,A183300,A183300,A183300,A171090,A171090,A171090,A171090,A171090,A171090,A189300,A189300
A067290,A067290,A067290,A067290,A067290,A082270,A082270,A082270,A083790,A083790,A083790,A083790,A083790,A083790,A083790,A083790,A083790,A084990,A084990,A084990,A084990,A084990,A084990,A086450,A086900,A086900,A086900,A086900,A086900,A086980,A086980,A089600,A090460,A090460,A090460,A086900,A086900,A086900,A086900,A086900,A086900,A086900,A086900,A086900,A086450,A084990,A086450,A089600,A089600,A089600,A089600,A089600,A089600,A095190,A095190,A095190,A095610,A095700,A095700,A095610,A095610,A095610,A095610,A095610,A095610,A108320,A108320,A108320,A108320,A108320,A108320,A112040,A115450,A112040,A112040,A115450,A119860,A119860,A119860,A119860,A122870,A122870,A122870,A131290,A131290,A131290,A131290,A131290,A131290,A140410,A140410,A140410,A137400,A140410,A140410,A140860,A140860,A140860,A140860,A140860,A140860,A178320,A178320,A178320,A178320,A183300,A183300,A194480,A194480,A194480,A189300,A189300,A189300,A189300,A189300,A189300,A189300,A189300,A189300,A178320,A178320,A178320,A178320,A178320,A178320,A194480,A194480
A068240,A068240,A068240,A068240,A068240,A083790,A083790,A083790,A084110,A084110,A084110,A084110,A084110,A084110,A084110,A084110,A084110,A085370,A085370,A085370,A085370,A085370,A085370,A086900,A086980,A086980,A086980,A086980,A086980,A089600,A089600,A090460,A090470,A090470,A090470,A087010,A087010,A087010,A087010,A087010,A087010,A087010,A087010,A087010,A086520,A086450,A086520,A090460,A090460,A090460,A090460,A090460,A090460,A095610,A095610,A095610,A095700,A096530,A096530,A095700,A095700,A095700,A095700,A095700,A095700,A112040,A112040,A112040,A112040,A112040,A112040,A115450,A119860,A115450,A115450,A119860,A122870,A122870,A122870,A122870,A131290,A131290,A131290,A131370,A131370,A131370,A131370,A131370,A131370,A140860,A140860,A140860,A140410,A140860,A140860,A141080,A141080,A141080,A141080,A141080,A141080,A182400,A182400,A182400,A182400,A189300,A189300,A195940,A195940,A195940,A194480,A194480,A194480,A194480,A194480,A194480,A194480,A194480,A194480,A179900,A179900,A179900,A179900,A179900,A179900,A195940,A195940
A068270,A068270,A068270,A068270,A068270,A084110,A084110,A084110,A084370,A084370,A084370,A084370,A084370,A084370,A084370,A084370,A084370,A085660,A085660,A085660,A085660,A085660,A085660,A086980,A089140,A089140,A089140,A089140,A089140,A090460,A090460,A090470,A091700,A091700,A091700,A089600,A089600,A089600,A089600,A089600,A089600,A089600,A089600,A089600,A086900,A086520,A086900,A091700,A091700,A091700,A091700,A091700,A091700,A095700,A095700,A095700,A096530,A097520,A097520,A096530,A096530,A096530,A096530,A096530,A096530,A115450,A115450,A115450,A115450,A115450,A115450,A119860,A122870,A119860,A119860,A122870,A122990,A131290,A131290,A131290,A131370,A131370,A131370,A131970,A131970,A131970,A131970,A131970,A131970,A141080,A141080,A141080,A140860,A141080,A141080,A144510,A144510,A144510,A144510,A144510,A144510,A183300,A183300,A183300,A183300,A194480,A194480,A196170,A196170,A196170,A195940,A195940,A195940,A195940,A195940,A195940,A195940,A195940,A195940,A183300,A183300,A183300,A183300,A183300,A183300,A196170,A196170
A069080,A069080,A069080,A069080,A069080,A084370,A084370,A084370,A084990,A084990,A084990,A084990,A084990,A084990,A084990,A084990,A084990,A086450,A086450,A086450,A086450,A086450,A086450,A089140,A089600,A089600,A089600,A089600,A089600,A090470,A090470,A091700,A091990,A091990,A091990,A090460,A090460,A090460,A090460,A090460,A090460,A090460,A090460,A090460,A087010,A086900,A087010,A091990,A091990,A091990,A091990,A091990,A091990,A096530,A096530,A096530,A097520,A098460,A098460,A097520,A097520,A097520,A097520,A097520,A097520,A119860,A119860,A119860,A119860,A119860,A119860,A122870,A122990,A122870,A122870,A122990,A131290,A131370,A131370,A131370,A131970,A131970,A131970,A137400,A137400,A137400,A137400,A137400,A137400,A144510,A144510,A144510,A141080,A144510,A144510,A145020,A145020,A145020,A145020,A145020,A145020,A189300,A189300,A189300,A189300,A195940,A195940,A200130,A200130,A200130,A196170,A196170,A196170,A196170,A196170,A196170,A196170,A196170,A196170,A189300,A189300,A189300,A189300,A189300,A189300,A200130,A200130
A069110,A069110,A069110,A069110,A069110,A084990,A084990,A084990,A085370,A085370,A085370,A085370,A085370,A085370,A085370,A085370,A085370,A086900,A086900,A086900,A086900,A086900,A086900,A089600,A090470,A090470,A090470,A090470,A090470,A091700,A091700,A091990,A092040,A092040,A092040,A091700,A091700,A091700,A091700,A091700,A091700,A091700,A091700,A091700,A089600,A087010,A089600,A092040,A092040,A092040,A092040,A092040,A092040,A097520,A097520,A097520,A098460,A102710,A102710,A098460,A098460,A098460,A098460,A098460,A098460,A122870,A122870,A122870,A122870,A122870,A122870,A122990,A131290,A122990,A122990,A131290,A131370,A131970,A131970,A131970,A137400,A137400,A137400,A140410,A140410,A140410,A140410,A140410,A140410,A145020,A145020,A145020,A144510,A145020,A145020,A166090,A166090,A166090,A166090,A166090,A166090,A194480,A194480,A194480,A194480,A196170,A196170,A204270,A204270,A204270,A200130,A200130,A200130,A200130,A200130,A200130,A200130,A200130,A200130,A194480,A194480,A194480,A194480,A194480,A194480,A204270,A204270
A072870,A072870,A072870,A072870,A072870,A085370,A085370,A085370,A085660,A085660,A085660,A085660,A085660,A085660,A085660,A085660,A085660,A086980,A086980,A086980,A086980,A086980,A086980,A091700,A091700,A091700,A091700,A091700,A091700,A091990,A091990,A092040,A095610,A095610,A095610,A091990,A091990,A091990,A091990,A091990,A091990,A091990,A091990,A091990,A090460,A089600,A090460,A092730,A092730,A092730,A092730,A092730,A092730,A098460,A098460,A098460,A104830,A104830,A104830,A102710,A102710,A102710,A102710,A102710,A102710,A122990,A122990,A122990,A122990,A122990,A122990,A131290,A131370,A131290,A131290,A131370,A131970,A137400,A137400,A137400,A138080,A138080,A138080,A140860,A140860,A140860,A140860,A140860,A140860,A151910,A151910,A151910,A145020,A166090,A166090,A178320,A178320,A178320,A178320,A178320,A178320,A195940,A195940,A195940,A195940,A200130,A200130,A213420,A213420,A213420,A204270,A204270,A204270,A204270,A204270,A204270,A204270,A204270,A204270,A195940,A195940,A195940,A195940,A195940,A195940,A211050,A211050
A078160,A078160,A078160,A078160,A078160,A085660,A085660,A085660,A086450,A086450,A086450,A086450,A086450,A086450,A086450,A086450,A086450,A089600,A089600,A089600,A089600,A089600,A089600,A092040,A092040,A092040,A092040,A092040,A092040,A092040,A092040,A095610,A095660,A095660,A095660,A092040,A092040,A092040,A092040,A092040,A092040,A092040,A092040,A092040,A091700,A090460,A091700,A095190,A095190,A095190,A095190,A095190,A095190,A104830,A104830,A104830,A108230,A108230,A108230,A104830,A104830,A104830,A104830,A104830,A104830,A131370,A131370,A131370,A131370,A131370,A131370,A131370,A131970,A131370,A131370,A131970,A137400,A138080,A138080,A138080,A140410,A140410,A140410,A141080,A141080,A141080,A141080,A141080,A141080,A166090,A166090,A166090,A166090,A178320,A178320,A182400,A182400,A182400,A182400,A182400,A182400,A196170,A196170,A196170,A196170,A204270,A204270,A214150,A214150,A214150,A213420,A213420,A213420,A213420,A213420,A213420,A213420,A213420,A213420,A196170,A196170,A196170,A196170,A196170,A196170,A213420,A213420
A078340,A078340,A078340,A078340,A078340,A086450,A086450,A086450,A086900,A086900,A086900,A086900,A086900,A086900,A086900,A086900,A086900,A091700,A091700,A091700,A091700,A091700,A091700,A095610,A095610,A095610,A095610,A095610,A095610,A095610,A095610,A095660,A095700,A095700,A095700,A095610,A095610,A095610,A095610,A095610,A095610,A092730,A092730,A092730,A091990,A091700,A091990,A095610,A095610,A095610,A095610,A095610,A095610,A108230,A108230,A108230,A108320,A108320,A108320,A108230,A108230,A108230,A108230,A108230,A108230,A137400,A137400,A137400,A137400,A137400,A137400,A131970,A137400,A131970,A131970,A137400,A138080,A140410,A140410,A140410,A140860,A140860,A140860,A144510,A144510,A144510,A144510,A144510,A144510,A178320,A178320,A178320,A178320,A182400,A182400,A183300,A183300,A183300,A183300,A183300,A183300,A200130,A200130,A200130,A200130,A213420,A213420,A214370,A214370,A214370,A214150,A214150,A214150,A214150,A214150,A214150,A214150,A214150,A214150,A200130,A200130,A200130,A200130,A200130,A200130,A214150,A214150
